block,cell,task_id,source_session,e2e_s,llm_s,preengine_wait_s,exposed_tool_s,actual_saved_service_s,ok,failed_tool_calls,engine_wait_upper_bound_s,engine_audit_joined_requests,llm_requests,setup_seconds,prepared_state_sha256,cleanup_complete,cpu_core_s,http_attempts,http_request_bytes,http_requests,http_response_body_bytes,measurement_scope,physical_calls,private_result_byte_s,private_result_peak_bytes,simulated_search_calls,simulated_search_worker_s,unused_speculative_calls,unused_speculative_worker_s,useful_speculative_calls,worker_occupancy_s
block1,high-b0-tool-aware,dr-001-trace_000,trace_20260129_125406_task1_收集整理目前中国9阶层实际收入和财务状况_特别研究得出中国的.jsonl,132.81713691493496,100.4560443777591,3.2011047219857574,29.081770258955657,0.0,True,0,8.087934970855713,9,9,,,True,,2,,4,1049240,physical executor; serialized private result payload; sent HTTP requests include redirects; body bytes delivered after decompression exclude headers and unread/cancelled transport buffering,2,0.0,0,7,15.744062101002783,0,0,0,13.333128362195566
block1,high-b0-tool-aware,dr-013-trace_012,trace_20260129_152828_task13_为我调研AI算法能否提升现有电子学读出时幅修正方法.jsonl,154.56434552604333,130.2769507362973,3.201065656961873,20.985182310221717,0.0,True,0,9.883915901184082,9,9,,,True,,4,,5,513621,physical executor; serialized private result payload; sent HTTP requests include redirects; body bytes delivered after decompression exclude headers and unread/cancelled transport buffering,4,0.0,0,8,15.51292103016749,0,0,0,5.466518456116319
block1,high-b0-tool-aware,dr-014-trace_013,trace_20260129_153000_task14_收集整理全球数学与量子计算交叉领域的主要研究团队及其成果_横.jsonl,314.39906666683964,296.46149923140183,3.2032018550671637,14.652207870269194,0.0,True,3,46.63262891769409,9,9,,,True,,4,,4,25790,physical executor; serialized private result payload; sent HTTP requests include redirects; body bytes delivered after decompression exclude headers and unread/cancelled transport buffering,4,0.0,0,5,9.72205434157513,0,0,0,4.926103299017996
block1,high-b0-tool-aware,dr-015-trace_014,trace_20260129_153229_task15_收集整理目前世界上关于量子网络的研究_横向比较各课题组的相关.jsonl,354.22981527494267,336.5873182909563,3.2028969440143555,14.36256105499342,0.0,True,1,51.87050414085388,9,9,,,True,,4,,4,235029,physical executor; serialized private result payload; sent HTTP requests include redirects; body bytes delivered after decompression exclude headers and unread/cancelled transport buffering,4,0.0,0,5,9.374574610963464,0,0,0,4.9840931908693165
block1,high-b0-tool-aware,dr-016-trace_015,trace_20260129_153419_task16_收集整理目前非接触式感知领域做的最好的算法策略_并为我评估他.jsonl,268.9255963128526,248.41959543246776,3.2022064910270274,17.20593518926762,0.0,True,0,34.763477087020874,9,9,,,True,,7,,8,620855,physical executor; serialized private result payload; sent HTTP requests include redirects; body bytes delivered after decompression exclude headers and unread/cancelled transport buffering,7,0.0,0,6,11.802371673984453,0,0,0,5.397225867025554
block1,high-b0-tool-aware,dr-017-trace_016,trace_20260129_153605_task17___在当今软件开发行业中_低代码_无代码平台对传统开发流程的.jsonl,171.2380507888738,140.7116546719335,3.20250968914479,27.223465651273727,0.0,True,1,13.767351388931274,9,9,,,True,,11,,15,1808938,physical executor; serialized private result payload; sent HTTP requests include redirects; body bytes delivered after decompression exclude headers and unread/cancelled transport buffering,11,0.0,0,3,6.560596221825108,0,0,0,20.655563295120373
block1,high-b0-tool-aware,dr-018-trace_017,trace_20260129_153747_task18_请你学习一下GCS算法的原理_目前的GCS算法主要是用于安全.jsonl,237.70126053504646,216.78310301085003,3.2007689389865845,17.661318061174825,0.0,True,5,14.400049209594727,7,7,,,True,,12,,12,1239166,physical executor; serialized private result payload; sent HTTP requests include redirects; body bytes delivered after decompression exclude headers and unread/cancelled transport buffering,12,0.0,0,2,3.8710847499314696,0,0,0,13.784065198618919
block1,high-b0-tool-aware,dr-019-trace_018,trace_20260129_154409_task19_prometheus_的高流失率会造成什么影响_有什么系统的.jsonl,477.1085655638017,463.724826982012,3.2005951351020485,10.161272709723562,0.0,True,1,89.9496340751648,9,9,,,True,,4,,4,284627,physical executor; serialized private result payload; sent HTTP requests include redirects; body bytes delivered after decompression exclude headers and unread/cancelled transport buffering,4,0.0,0,1,2.5654808359686285,0,0,0,7.593575933016837
block1,high-b0-tool-aware,dr-020-trace_019,trace_20260129_154633_task20_研究下Anthropic最新发布的Streamable_HT.jsonl,98.81239098892547,82.29372957069427,3.2013532160781324,13.274760344298556,0.0,True,2,7.475928544998169,9,9,,,True,,7,,7,1574377,physical executor; serialized private result payload; sent HTTP requests include redirects; body bytes delivered after decompression exclude headers and unread/cancelled transport buffering,7,0.0,0,2,4.20621220394969,0,0,0,9.064004383049905
block1,high-b0-tool-aware,dr-021-trace_020,trace_20260129_154807_task21_现在AI这么热门_我最感兴趣的就是人工智能在教育领域应用现状.jsonl,417.19284591288306,359.8686815109104,3.2007180869113654,54.06616121274419,0.0,True,1,61.32669448852539,8,8,,,True,,19,,18,2284664,physical executor; serialized private result payload; sent HTTP requests include redirects; body bytes delivered after decompression exclude headers and unread/cancelled transport buffering,19,0.0,0,3,6.338472752133384,0,0,0,47.717403625603765
block1,high-b0-tool-aware,dr-022-trace_021,trace_20260129_155613_task22_中国的艺术生就业领域长期以来较为单一_主要集中在传统艺术机构.jsonl,325.4640283510089,279.6638988289051,3.201359739061445,42.481629063142464,0.0,True,1,22.40716814994812,9,9,,,True,,6,,7,642515,physical executor; serialized private result payload; sent HTTP requests include redirects; body bytes delivered after decompression exclude headers and unread/cancelled transport buffering,6,0.0,0,5,10.561549057951197,0,0,0,31.91421330627054
block1,high-b0-tool-aware,dr-023-trace_022,trace_20260129_160058_task23_我们部门正在辅导高校老师竞赛_比较想了解创新赛_青教赛的全国.jsonl,122.02430007793009,84.25080967601389,3.2010920690372586,34.46941406070255,0.0,True,2,6.2710041999816895,9,9,,,True,,2,,0,0,physical executor; serialized private result payload; sent HTTP requests include redirects; body bytes delivered after decompression exclude headers and unread/cancelled transport buffering,2,0.0,0,7,13.730167165864259,0,0,0,20.735118553275242
block1,high-b0-tool-aware,dr-024-trace_023,trace_20260129_160324_task24_如何增强自闭症学生课堂参与度_有哪些有效的策略可供选择_.jsonl,61.02099789795466,39.94442341197282,3.2009766830597073,17.865279318997636,0.0,True,1,3.459709644317627,2,2,,,True,,5,,6,1099785,physical executor; serialized private result payload; sent HTTP requests include redirects; body bytes delivered after decompression exclude headers and unread/cancelled transport buffering,5,0.0,0,1,1.4565165601670742,0,0,0,16.405912960879505
block1,high-b0-tool-aware,dr-025-trace_024,trace_20260129_162304_task25_请为我整合近几年有关_中性粒细胞在脑缺血急性期和慢性期的功能.jsonl,113.536941800965,91.94845579983667,3.202383158961311,18.28680416243151,0.0,True,1,3.602274179458618,9,9,,,True,,3,,3,557235,physical executor; serialized private result payload; sent HTTP requests include redirects; body bytes delivered after decompression exclude headers and unread/cancelled transport buffering,3,0.0,0,6,12.258278266061097,0,0,0,6.023226568009704
block1,high-b0-tool-aware,dr-026-trace_025,trace_20260129_162605_task26_为我调研在慢性抗原刺激下_如肿瘤微环境或HIV潜伏感染__C.jsonl,178.2536771048326,158.74355236906558,3.2008685630280524,16.209539767354727,0.0,True,1,7.443927049636841,9,9,,,True,,3,,3,11130,physical executor; serialized private result payload; sent HTTP requests include redirects; body bytes delivered after decompression exclude headers and unread/cancelled transport buffering,3,0.0,0,5,12.049003794090822,0,0,0,4.156619989080355
block1,high-b0-tool-aware,dr-027-trace_026,trace_20260129_163011_task27_如何将AI心理咨询和人类心理咨询有机结合_以便为人类心理健康.jsonl,98.27148497081362,76.31774299615063,3.2004334188532084,18.706596691394225,0.0,True,1,6.443966865539551,9,9,,,True,,,,4,660577,physical executor; serialized private result payload; sent HTTP requests include redirects; body bytes delivered after decompression exclude headers and unread/cancelled transport buffering,4,0.0,0,5,8.754919652594253,0,0,0,9.946438994025812
block1,high-b0-tool-aware,dr-028-trace_027,trace_20260129_163259_task28_传统的药物研究_即便是从多组学角度出发也难以系统地_宏观地解.jsonl,268.6316589890048,224.59925901982933,3.2028218838386238,40.74169110460207,0.0,True,3,23.13864040374756,9,9,,,True,,11,,14,1435325,physical executor; serialized private result payload; sent HTTP requests include redirects; body bytes delivered after decompression exclude headers and unread/cancelled transport buffering,11,0.0,0,2,5.553826499730349,0,0,0,35.180757246213034
block1,high-b0-tool-aware,dr-029-trace_028,trace_20260129_163553_task29_50年代至今_中国大陆中国古代文学研究头部学者知识背景差异调.jsonl,467.9048401089385,459.06609033001587,3.204114117892459,5.61234944104217,0.0,True,0,103.32253432273865,9,9,,,True,0,0,0,0,0,physical executor; serialized private result payload; sent HTTP requests include redirects; body bytes delivered after decompression exclude headers and unread/cancelled transport buffering,0,0.0,0,2,5.611411054851487,0,0,0,0
block1,high-b0-tool-aware,dr-030-trace_029,trace_20260129_164054_task30_全球南方合作如何推动文明交流互鉴_从理论角度给出深入的学术分.jsonl,187.75696563208476,146.13221319788136,3.2308644759468734,38.31394208967686,0.0,True,0,17.87958312034607,9,9,,,True,,8,,10,674619,physical executor; serialized private result payload; sent HTTP requests include redirects; body bytes delivered after decompression exclude headers and unread/cancelled transport buffering,8,0.0,0,5,11.408593205967918,0,0,0,26.89926305692643
block1,high-b0-tool-aware,dr-031-trace_030,trace_20260129_164342_task31_选题_中外博物馆教育的现状与未来趋势_要求1_分别总结国内外.jsonl,154.9384624599479,127.53204316599295,3.2312475428916514,24.067053276346996,0.0,True,1,8.20534348487854,9,9,,,True,,5,,5,239078,physical executor; serialized private result payload; sent HTTP requests include redirects; body bytes delivered after decompression exclude headers and unread/cancelled transport buffering,5,0.0,0,3,6.241703330771998,0,0,0,17.82169914804399
block1,high-b0-tool-aware,dr-032-trace_031,trace_20260129_164748_task32_收集整理目前中国历史学界对1937-1949年_抗日战争以及.jsonl,374.3850543210283,349.12043781904504,3.2004616318736225,21.937817082973197,0.0,True,0,181.0457239151001,9,9,,,True,,4,,4,305064,physical executor; serialized private result payload; sent HTTP requests include redirects; body bytes delivered after decompression exclude headers and unread/cancelled transport buffering,4,0.0,0,5,9.589414704823866,0,0,0,12.34375399374403
block1,high-b0-tool-aware,dr-033-trace_032,trace_20260129_165547_task33_在微电子工艺中_金属薄膜的生长可以使用多种设备_物理气相沉积.jsonl,148.44918266078457,123.96707312064245,3.2013303588610142,21.18372455611825,0.0,True,1,8.77027702331543,9,9,,,True,,1,,1,0,physical executor; serialized private result payload; sent HTTP requests include redirects; body bytes delivered after decompression exclude headers and unread/cancelled transport buffering,1,0.0,0,8,17.28771618567407,0,0,0,3.891592961968854
block1,high-b0-tool-aware,dr-034-trace_033,trace_20260129_165954_task34_在二维半导体的接触领域_科研人员为了降低接触电阻做了许多努力.jsonl,528.3927788778674,518.0731186079793,3.203206849982962,7.063334511127323,0.0,True,0,215.07154393196106,9,9,,,True,0,0,0,0,0,physical executor; serialized private result payload; sent HTTP requests include redirects; body bytes delivered after decompression exclude headers and unread/cancelled transport buffering,0,0.0,0,3,7.0621031960472465,0,0,0,0
block1,high-b0-tool-aware,dr-035-trace_034,trace_20260129_170520_task35_市政污水收集和处理大部分城市采取的模式是核拨制_但这种机制造.jsonl,397.0922841639258,345.71256100176834,3.203017385909334,48.0187142000068,0.0,True,0,170.789057970047,9,9,,,True,,8,,9,1111073,physical executor; serialized private result payload; sent HTTP requests include redirects; body bytes delivered after decompression exclude headers and unread/cancelled transport buffering,8,0.0,0,6,14.681707616895437,0,0,0,33.329177632695064
block1,high-b0-tool-aware,dr-036-trace_035,trace_20260129_170942_task36_制造业离散制造_单件小批_基本上靠人的技能才能完成的_为我调.jsonl,413.1413594309706,394.8600074900314,3.2010349039919674,14.9798789632041,0.0,True,0,207.85176610946655,9,9,,,True,,1,,1,324624,physical executor; serialized private result payload; sent HTTP requests include redirects; body bytes delivered after decompression exclude headers and unread/cancelled transport buffering,1,0.0,0,6,12.831726889824495,0,0,0,2.1445067210588604
block1,high-b0-tool-aware,dr-037-trace_036,trace_20260129_171332_task37_调研问题_爵士钢琴在现代音乐创作中的创新与风格演变研究__背.jsonl,198.40314397681504,162.37496029981412,3.200606025988236,32.66471988102421,0.0,True,0,47.074437379837036,9,9,,,True,,7,,9,660206,physical executor; serialized private result payload; sent HTTP requests include redirects; body bytes delivered after decompression exclude headers and unread/cancelled transport buffering,7,0.0,0,6,11.565261859912425,0,0,0,21.093437218107283
block1,high-b0-tool-aware,dr-038-trace_037,trace_20260129_171620_task38_收集针对近三年内珠宝设计流行趋势变化_如高奢类品牌珠宝以及高.jsonl,564.8907996469643,556.8732525333762,3.200798506848514,4.789175522979349,0.0,True,0,234.58480167388916,9,9,,,True,0,0,0,0,0,physical executor; serialized private result payload; sent HTTP requests include redirects; body bytes delivered after decompression exclude headers and unread/cancelled transport buffering,0,0.0,0,2,4.788148839958012,0,0,0,0
block1,high-b0-tool-aware,dr-039-trace_038,trace_20260129_172022_task39_我是一名游戏开发_帮我分析一下不同类型游戏的用户群体画像.jsonl,280.04230285598896,258.6758912988007,3.201384698972106,18.087670294335112,0.0,True,0,142.36303806304932,9,9,,,True,0,0,0,0,0,physical executor; serialized private result payload; sent HTTP requests include redirects; body bytes delivered after decompression exclude headers and unread/cancelled transport buffering,0,0.0,0,9,18.083303797990084,0,0,0,0
block1,high-b0-tool-aware,dr-040-trace_039,trace_20260129_172402_task40_中国当前的刑罚体系中_死刑_死刑缓期执行_终身监禁的数量_比.jsonl,252.05885140993632,221.4718443704769,3.200417117914185,27.317674606340006,0.0,True,1,103.9574966430664,9,9,,,True,,6,,6,520554,physical executor; serialized private result payload; sent HTTP requests include redirects; body bytes delivered after decompression exclude headers and unread/cancelled transport buffering,6,0.0,0,7,13.275767251616344,0,0,0,14.034713223110884
block1,high-b0-tool-aware,dr-041-trace_040,trace_20260129_172730_task41_收集整理目前中国电影票房前十的电影的相关资料_横向比较各电影.jsonl,389.9234317687806,370.78868727665395,3.200750031042844,15.863181529100984,0.0,True,0,184.7638397216797,9,9,,,True,,3,,3,183551,physical executor; serialized private result payload; sent HTTP requests include redirects; body bytes delivered after decompression exclude headers and unread/cancelled transport buffering,3,0.0,0,4,8.849611159879714,0,0,0,7.0099836038425565
block1,high-b0-tool-aware,dr-042-trace_041,trace_20260129_173246_task42_中共中央_国务院2025年印发的_教育强国建设规划纲要_20.jsonl,291.8135335140396,260.86797298491,3.2010963291395456,27.635056214639917,0.0,True,0,134.6390872001648,9,9,,,True,,4,,7,664004,physical executor; serialized private result payload; sent HTTP requests include redirects; body bytes delivered after decompression exclude headers and unread/cancelled transport buffering,4,0.0,0,8,16.50659461133182,0,0,0,11.122601148672402
block1,high-b0-tool-aware,dr-043-trace_042,trace_20260129_173617_task43_软件行业未来趋势和被AI替代的可能性.jsonl,128.10898007405922,98.0215312151704,3.2004012691322714,26.815396219259128,0.0,True,0,16.122563123703003,9,9,,,True,,3,,4,104224,physical executor; serialized private result payload; sent HTTP requests include redirects; body bytes delivered after decompression exclude headers and unread/cancelled transport buffering,3,0.0,0,6,11.962906529195607,0,0,0,14.848159947898239
block1,high-b0-tool-aware,dr-044-trace_043,trace_20260129_173840_task44_国内城市轨道交通行业_主要指地铁_每年的碳滑板用量是多少_主.jsonl,177.50718706590123,134.58626009360887,3.2015349029097706,39.59131122613326,0.0,True,3,28.180088996887207,9,9,,,True,,4,,2,148474,physical executor; serialized private result payload; sent HTTP requests include redirects; body bytes delivered after decompression exclude headers and unread/cancelled transport buffering,4,0.0,0,5,8.490595921641216,0,0,0,31.096795091871172
block1,high-b0-tool-aware,dr-045-trace_044,trace_20260129_174348_task45_分析_老子_历代注本中_神_的发展.jsonl,148.3828194849193,96.76218025106937,3.2014261761214584,48.35129875014536,0.0,True,2,11.688759088516235,6,6,,,True,,3,,1,745,physical executor; serialized private result payload; sent HTTP requests include redirects; body bytes delivered after decompression exclude headers and unread/cancelled transport buffering,3,0.0,0,3,5.094331510830671,0,0,0,43.254113872069865
block1,high-b0-tool-aware,dr-046-trace_045,trace_20260129_175319_task46_房地产行业可持续发展的动力是什么_未来10年国家在政策_资金.jsonl,354.810209848918,321.85957666370086,3.202644458040595,29.649935245979577,0.0,True,2,176.22616314888,9,9,,,True,,5,,5,243387,physical executor; serialized private result payload; sent HTTP requests include redirects; body bytes delivered after decompression exclude headers and unread/cancelled transport buffering,5,0.0,0,7,14.565890349214897,0,0,0,15.078125289874151
block1,high-b0-tool-aware,dr-047-trace_046,trace_20260129_175644_task47_2025_年_有哪些因素影响着旅客选择前往不同目的地旅游.jsonl,307.4682414128911,272.2540400021244,3.2017786209471524,31.927161692874506,0.0,True,8,145.37420058250427,9,9,,,True,,11,,4,69399,physical executor; serialized private result payload; sent HTTP requests include redirects; body bytes delivered after decompression exclude headers and unread/cancelled transport buffering,11,0.0,0,4,9.782154897926375,0,0,0,22.136735456297174
block1,high-b0-tool-aware,dr-048-trace_047,trace_20260129_175815_task48_我今年五十三岁_体重一百六十斤_为我提供一份两周的食谱_包含.jsonl,106.79849961982109,90.70040847733617,3.202793692005798,12.807464934885502,0.0,True,1,14.990848064422607,9,9,,,True,,4,,3,118162,physical executor; serialized private result payload; sent HTTP requests include redirects; body bytes delivered after decompression exclude headers and unread/cancelled transport buffering,4,0.0,0,5,7.96897933492437,0,0,0,4.833559575956315
block1,high-b0-tool-aware,dr-049-trace_048,trace_20260129_180023_task49_为我调研全球范围内_20-30岁的女性对口腔正畸和医美的共同.jsonl,297.83714882610366,269.5286419726908,3.200798499165103,25.08735420438461,0.0,True,1,125.93898749351501,4,4,,,True,,7,,9,706574,physical executor; serialized private result payload; sent HTTP requests include redirects; body bytes delivered after decompression exclude headers and unread/cancelled transport buffering,7,0.0,0,2,2.9214923079125583,0,0,0,22.158857678994536
block1,high-b0-tool-aware,dr-050-trace_049,trace_20260129_181515_task50_收集整理有关孩子身心健康成长的相关资料_比如怎样合理安排学习.jsonl,444.527057093801,318.20000420790166,3.201251815073192,123.02875947766006,0.0,True,5,157.97010970115662,9,9,,,True,,13,,15,683481,physical executor; serialized private result payload; sent HTTP requests include redirects; body bytes delivered after decompression exclude headers and unread/cancelled transport buffering,13,0.0,0,5,9.508903777925298,0,0,0,113.51202652347274
block1,high-b0-tool-aware,dr-051-trace_050,trace_20260129_181716_task51_From_2020_to_2050__how_many_el.jsonl,419.3765283417888,402.37609573523514,3.2008686100598425,13.72353622992523,0.0,True,0,183.23154711723328,9,9,,,True,,3,,3,1487996,physical executor; serialized private result payload; sent HTTP requests include redirects; body bytes delivered after decompression exclude headers and unread/cancelled transport buffering,3,0.0,0,5,9.631696277996525,0,0,0,4.087235851213336
block1,high-b0-tool-aware,dr-052-trace_051,trace_20260129_182104_task52_What_are_the_investment_philos.jsonl,565.7430988790002,555.3610357455909,3.2006830940954387,7.171411397866905,0.0,True,1,251.38494086265564,9,9,,,True,,3,,3,545038,physical executor; serialized private result payload; sent HTTP requests include redirects; body bytes delivered after decompression exclude headers and unread/cancelled transport buffering,3,0.0,0,1,2.9410314499400556,0,0,0,4.228191078174859
block1,high-b0-tool-aware,dr-053-trace_052,trace_20260129_182252_task53_Researching_how_the_world_s_we.jsonl,430.9062425310258,403.939054872375,3.203288563992828,23.67314654076472,0.0,True,1,216.57149171829224,9,9,,,True,,7,,7,1401432,physical executor; serialized private result payload; sent HTTP requests include redirects; body bytes delivered after decompression exclude headers and unread/cancelled transport buffering,7,0.0,0,6,13.519693577894941,0,0,0,10.146862185094506
block1,high-b0-tool-aware,dr-054-trace_053,trace_20260129_182409_task54_In_the_field_of_FinTech__machi.jsonl,512.9361566309817,480.7802172640804,3.2041401790920645,28.90398668614216,0.0,True,9,196.90812993049622,8,8,,,True,,16,,20,993198,physical executor; serialized private result payload; sent HTTP requests include redirects; body bytes delivered after decompression exclude headers and unread/cancelled transport buffering,16,0.0,0,1,2.361385590862483,0,0,0,26.535604298347607
block1,high-b0-tool-aware,dr-055-trace_054,trace_20260129_182954_task55_While_the_market_features_dive.jsonl,568.5685415749904,563.3573792662937,3.20110227400437,1.998016312951222,0.0,True,0,239.3593945503235,9,9,,,True,0,0,0,0,0,physical executor; serialized private result payload; sent HTTP requests include redirects; body bytes delivered after decompression exclude headers and unread/cancelled transport buffering,0,0.0,0,1,1.9975634249858558,0,0,0,0
block1,high-b0-tool-aware,dr-056-trace_055,trace_20260129_183321_task56_Is_there_a_general_method_for.jsonl,127.26994059397839,113.63540750462562,3.2002946820575744,10.417712908005342,0.0,True,1,15.21708869934082,7,7,,,True,,4,,7,584298,physical executor; serialized private result payload; sent HTTP requests include redirects; body bytes delivered after decompression exclude headers and unread/cancelled transport buffering,4,0.0,0,2,3.198071595048532,0,0,0,7.216255689971149
block1,high-b0-tool-aware,dr-057-trace_056,trace_20260129_184006_task57_Summarize_the_global_investmen.jsonl,465.1207081458997,452.7429198070895,3.2014394311700016,9.1184593916405,0.0,True,0,194.1552073955536,9,9,,,True,0,0,0,0,0,physical executor; serialized private result payload; sent HTTP requests include redirects; body bytes delivered after decompression exclude headers and unread/cancelled transport buffering,0,0.0,0,4,9.116646135924384,0,0,0,0
block1,high-b0-tool-aware,dr-058-trace_057,trace_20260129_184801_task58_Exploring_Horizontal_Gene_Tran.jsonl,587.0621668419335,583.8593829581514,3.200905461097136,0.0,0.0,True,0,244.26116347312927,9,9,,,,,,,,,,,,,,,,,,
block1,high-b0-tool-aware,dr-059-trace_058,trace_20260129_184959_task59_In_ecology__how_do_birds_achie.jsonl,348.37987058004364,325.6835553245619,3.201505023986101,19.434882110450417,0.0,True,4,149.4362087249756,9,9,,,True,,8,,8,448032,physical executor; serialized private result payload; sent HTTP requests include redirects; body bytes delivered after decompression exclude headers and unread/cancelled transport buffering,8,0.0,0,4,6.722765459911898,0,0,0,12.706577607896179
